"ID","SEX","TYPEAREA","SEX.REPRO","REPRO.STATUS","AGE","PARASITE_STATUS","RBC","HGB","WBC","EOS.CNT","MONO.CNT","NUT.CNT","PL.CNT","LYMP.CNT"
"grlsX6LVQQ00","Male","Suburban","NeuteredMale","Neutered",19,"Negative",6.2,15.6,7.5,150,150,4350,171,2850
"grlsQX4G366","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6,14.3,5.8,174,290,4118,98,1218
"grlsVAZVQKBB","Male","Suburban","NeuteredMale","Neutered",19,"Negative",5.6,13.9,10.7,107,963,5350,250,4280
"grlsF6B6A5NN","Male","Urban","IntactMale","Intact",26,"Negative",6.8,17.5,10.2,204,306,7140,266,2550
"grls62XRUTII","Male","Suburban","NeuteredMale","Neutered",16,"Positive",6.6,17.3,6.7,0,402,3149,190,3149
"grlsC12QLSMM","Female","Suburban","IntactFemale","Intact",7,"Negative",5.6,13.8,18.3,183,915,14091,436,3111
"grls68HCCD","Male","Suburban","IntactMale","Intact",17,"Negative",7.1,17.1,10.9,436,545,6867,284,3052
"grlsMU7MCXRR","Female","Rural","IntactFemale","Intact",7,"Negative",6.5,16.3,9.2,0,828,5152,264,3220
"grlsK604SFEE","Male","Suburban","NeuteredMale","Neutered",9,"Negative",6,16.6,10.1,0,505,4949,210,4646
"grls6LO79NAA","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.4,13.5,8.1,324,324,4617,225,2835
"grlsR71R9599","Male","Rural","NeuteredMale","Neutered",7,"Negative",5.6,14.6,11.7,234,468,5967,240,5031
"grlsU7WY2WW","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",6.3,15.8,12.3,246,492,7503,211,4059
"grlsELLCG2EE","Male","Suburban","NeuteredMale","Neutered",19,"Negative",6.6,17.1,9.2,184,276,5520,141,3220
"grlsDO2VF8ZZ","Male","Suburban","IntactMale","Intact",7,"Negative",6.1,14.9,9.8,196,392,6076,193,3136
"grlsOLYE3CEE","Male","Suburban","IntactMale","Intact",18,"Negative",6.3,16.4,8.1,0,486,5022,208,2592
"grlsSAU48E33","Female","Rural","IntactFemale","Intact",23,"Positive",4.7,10.6,12.3,246,615,8487,453,2952
"grls4DM9Y9XX","Male","Suburban","IntactMale","Intact",6,"Positive",5.9,12.7,12.8,384,384,7680,258,4352
"grls7K5JPQDD","Female","Urban","IntactFemale","Intact",14,"Negative",6.3,16,10.5,1470,210,5880,267,2940
"grls020IW1ZZ","Male","Rural","IntactMale","Intact",6,"Negative",5.9,13.7,12.3,123,1230,4920,208,6027
"grlsMZ45KONN","Male","Suburban","NeuteredMale","Neutered",6,"Negative",5.3,13,12.6,126,1008,7812,220,3654
"grlsZBW8ZKLL","Male","Suburban","IntactMale","Intact",18,"Positive",6.7,16.9,10.1,0,909,6262,246,2929
"grlsHCEJMEYY","Male","Suburban","IntactMale","Intact",8,"Negative",5.9,15.2,13.3,133,931,6384,246,5852
"grlsW0REL2WW","Male","Suburban","NeuteredMale","Neutered",13,"Negative",5.8,14.6,7.7,0,693,3850,215,3157
"grlsMWZRL7FF","Female","Rural","IntactFemale","Intact",7,"Negative",6.8,17.1,11.9,238,476,7140,323,4046
"grlsDJRE99ZZ","Female","Suburban","IntactFemale","Intact",7,"Negative",6.8,17.7,11.3,113,904,5989,247,4294
"grlsLIIB3JNN","Female","Suburban","IntactFemale","Intact",5,"Negative",5.2,12.2,13,260,650,7150,256,4940
"grlsWLV7LRR","Male","Urban","NeuteredMale","Neutered",21,"Negative",7.4,17.5,12.1,484,484,8228,250,2904
"grlsBHWNZTOO","Male","Suburban","IntactMale","Intact",23,"Negative",6.8,17.4,9.9,297,198,5544,196,3861
"grlsH1FCL5JJ","Male","Suburban","IntactMale","Intact",9,"Negative",7,16.6,12.7,508,381,8128,208,3683
"grlsC6XXSJJ","Female","Rural","IntactFemale","Intact",15,"Negative",6.8,16,6.9,207,276,4071,168,2346
"grls1OSZNF11","Female","Rural","IntactFemale","Intact",11,"Negative",6.7,16.1,9.8,490,490,5390,228,3430
"grlsEM40KBMM","Male","Suburban","IntactMale","Intact",11,"Negative",6,15.1,13.6,408,408,8296,226,4488
"grls0U11TOTT","Female","Suburban","IntactFemale","Intact",23,"Negative",6.1,15.9,12.5,500,1125,8000,281,2875
"grlsUDF43SLL","Male","Rural","IntactMale","Intact",7,"Negative",6.2,15.5,15.2,152,1672,10184,310,3192
"grls3JBT2T99","Male","Suburban","IntactMale","Intact",23,"Negative",6.6,16.4,9.7,582,388,4268,220,4462
"grlsR7L221DD","Male","Suburban","NeuteredMale","Neutered",25,"Negative",5.7,14.3,9.3,93,837,5115,226,3255
"grlsM1PFTO77","Female","Suburban","IntactFemale","Intact",7,"Negative",7.1,16.5,12,120,1080,6600,312,4200
"grlsAHP3TT88","Male","Suburban","IntactMale","Intact",8,"Positive",6.8,16.8,9.9,198,297,4851,201,4554
"grlsAGL6KI22","Female","Urban","IntactFemale","Intact",10,"Negative",6.8,16.8,9.3,558,186,5208,289,3348
"grls6BWVSHKK","Male","Rural","NeuteredMale","Neutered",20,"Negative",7.5,18.3,7.5,150,300,3975,123,3075
"grls50662SRR","Male","Suburban","IntactMale","Intact",24,"Negative",6.3,15.6,9.2,92,920,5152,258,3036
"grlsWVQJQ1TT","Male","Suburban","IntactMale","Intact",12,"Negative",6.4,16.6,16.1,644,805,10626,231,4025
"grlsZGXWUC99","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",5.6,15.7,9.6,864,384,5184,244,3168
"grlsZ7HINTCC","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6.2,16.3,11.8,118,708,5900,254,5074
"grlsJPUMVCSS","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",6.5,16.6,7.5,600,225,3975,248,2700
"grlsEU20O6AA","Male","Rural","IntactMale","Intact",16,"Positive",6.6,15.8,8.2,492,328,4592,190,2788
"grlsDSSQ5M66","Male","Suburban","IntactMale","Intact",16,"Positive",6.3,14.9,8,320,160,4560,229,2960
"grlsUHLM7HAA","Male","Suburban","IntactMale","Intact",22,"Negative",7.6,18.9,11.7,351,351,9009,219,1989
"grlsOG65MK55","Male","Rural","NeuteredMale","Neutered",15,"Negative",6.7,17.3,8.8,352,352,5280,201,2816
"grlsZKOGW2AA","Female","Suburban","IntactFemale","Intact",12,"Negative",5.6,14.3,12.2,1220,244,6344,256,4392
"grls1JY77077","Female","Rural","NeuteredFemale","Neutered",10,"Negative",6.6,16,11.7,234,351,5499,195,5616
"grlsBF7BE966","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.2,12.4,14.5,435,580,10005,175,3480
"grls32TOKEE","Female","Rural","NeuteredFemale","Neutered",7,"Positive",5.7,13.4,12.6,252,1260,7812,284,3276
"grls0RIBHKKK","Female","Suburban","NeuteredFemale","Neutered",26,"Negative",7,19,10.1,707,202,6363,215,2828
"grlsOYXO2GWW","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",6.8,18.2,9.2,0,644,4876,269,3680
"grlsHXQLC6GG","Male","Urban","IntactMale","Intact",14,"Negative",6.4,16.6,7.6,380,532,3800,128,2812
"grls871HJUOO","Female","Urban","IntactFemale","Intact",8,"Positive",6.8,17,14.6,146,584,10220,345,3650
"grls63KWVPOO","Female","Rural","IntactFemale","Intact",23,"Negative",6.6,17.2,7.6,0,836,4940,187,1824
"grlsO8CDKUU","Male","Rural","IntactMale","Intact",9,"Negative",5.7,14.4,10.5,420,210,5145,184,4725
"grlsUZMK2DKK","Female","Suburban","NeuteredFemale","Neutered",21,"Negative",6,15.6,5.4,162,216,3024,213,1998
"grlsPELEFZ77","Female","Suburban","IntactFemale","Intact",15,"Negative",7,16.7,16.3,652,489,11247,210,3912
"grlsUOLGNQNN","Male","Suburban","IntactMale","Intact",8,"Negative",6.1,14.7,10.9,109,654,6540,277,3597
"grlsQ1GRGQ44","Female","Suburban","NeuteredFemale","Neutered",6,"Negative",4.8,11.1,4.6,184,230,2898,321,1288
"grls6SCJ3P77","Female","Suburban","IntactFemale","Intact",10,"Negative",7.6,17.9,7.7,77,154,4697,161,2772
"grlsSBZHW4PP","Male","Rural","NeuteredMale","Neutered",24,"Negative",7.3,18.1,14.1,705,423,9729,213,3243
"grlsFK5ZVO44","Female","Rural","IntactFemale","Intact",18,"Negative",6.7,17.4,6.4,320,128,4480,127,1472
"grls9HPESP00","Female","Suburban","IntactFemale","Intact",13,"Negative",6.3,15.5,9.2,184,460,5428,297,3128
"grlsZKA6W2RR","Male","Urban","NeuteredMale","Neutered",16,"Negative",7.1,17.5,9.3,465,279,6138,252,2418
"grlsMOKYGJSS","Female","Rural","IntactFemale","Intact",7,"Negative",5.9,15.1,12.3,123,615,8241,216,3321
"grlsCT254PQQ","Male","Suburban","IntactMale","Intact",6,"Negative",5.3,13.1,21.1,1055,1266,10761,379,8018
"grlsPVOG6HYY","Male","Suburban","IntactMale","Intact",10,"Negative",6.5,15.5,12.5,500,500,6375,247,5125
"grlsZ5CC4TRR","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",5.8,13.8,8.2,164,656,5330,211,2050
"grlsFTJF9UMM","Male","Suburban","IntactMale","Intact",6,"Positive",6.4,15.6,7,350,210,2800,296,3640
"grlsTIU0XG22","Female","Rural","IntactFemale","Intact",13,"Positive",5.9,15.5,12.6,1134,252,6426,278,4788
"grlsFY5J2IJJ","Female","Suburban","IntactFemale","Intact",26,"Negative",7.3,17.6,6.4,320,256,3392,271,2368
"grlsAV6ERYEE","Female","Rural","IntactFemale","Intact",21,"Positive",5.9,14.1,14.7,735,441,9114,262,4410
"grls01RDAKNN","Female","Suburban","IntactFemale","Intact",7,"Negative",6.8,16.5,9.9,99,594,4950,196,4257
"grls45HWKQYY","Female","Suburban","IntactFemale","Intact",6,"Negative",5.4,13.6,9.3,279,465,6417,197,2139
"grlsIVVOJKPP","Male","Rural","IntactMale","Intact",19,"Negative",7.1,17.1,9.8,784,294,5684,152,3038
"grlsO93PIR55","Female","Rural","IntactFemale","Intact",7,"Negative",5.5,13.8,6.3,378,252,2709,341,2961
"grlsA4CWD677","Male","Suburban","IntactMale","Intact",6,"Negative",5.9,13.1,7.9,79,711,3713,276,3397
"grlsNCBOMVQQ","Female","Urban","NeuteredFemale","Neutered",15,"Negative",5.8,14.8,17.9,179,1253,13962,143,2506
"grlsHBRO1TFF","Male","Rural","IntactMale","Intact",14,"Negative",5.6,14,9.3,186,372,6231,274,2511
"grlsVIXGWZ22","Female","Rural","NeuteredFemale","Neutered",21,"Negative",6.3,17.8,5.3,265,106,2756,278,2173
"grls3ECNOHBB","Male","Rural","IntactMale","Intact",8,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsFQM4OIAA","Male","Suburban","IntactMale","Intact",6,"Negative",5.4,13.4,11.4,456,342,6384,308,4218
"grlsJ8YI4W22","Female","Rural","IntactFemale","Intact",25,"Negative",6,14.7,4.8,96,144,2400,204,2160
"grlsOCF45EDD","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",6.6,16.7,8.4,84,420,5964,135,1932
"grls9HFQFSEE","Female","Rural","IntactFemale","Intact",23,"Negative",6.6,17.7,9,0,720,6570,215,1710
"grlsISV93MPP","Male","Suburban","NeuteredMale","Neutered",18,"Negative",8,20.1,7.3,0,657,4088,222,2555
"grls9CIJTG77","Male","Suburban","IntactMale","Intact",7,"Negative",6.2,15.6,8.9,267,356,4895,195,3382
"grlsEFGZ0200","Female","Urban","NeuteredFemale","Neutered",16,"Negative",5.6,14.8,8.3,249,249,4067,172,3735
"grlsPNSJCRRR","Female","Suburban","IntactFemale","Intact",8,"Negative",5.3,13,11.7,702,351,6318,289,4329
"grlsVL4QAY66","Male","Suburban","IntactMale","Intact",19,"Negative",6.7,16.9,10.2,306,306,6222,169,3366
"grls1UDS7MJJ","Male","Urban","NeuteredMale","Neutered",17,"Negative",6.8,17.5,9.5,380,570,6365,209,2185
"grls24NY4622","Female","Rural","IntactFemale","Intact",9,"Negative",6.1,15.6,10.8,432,540,5724,286,4104
"grlsRBSY6Q33","Male","Suburban","IntactMale","Intact",9,"Negative",7.1,15.9,14.3,143,1144,9152,240,3861
"grlsEJUQ9KK","Male","Rural","IntactMale","Intact",6,"Negative",6.6,16,16,160,320,8800,297,6720
"grlsD1ENIKHH","Male","Rural","IntactMale","Intact",10,"Positive",6.3,15.3,13,1560,520,8190,377,2730
"grlsUEMB2W00","Male","Suburban","IntactMale","Intact",6,"Negative",5.2,12.3,9.1,91,637,4186,253,4186
"grlsL3RY5Q99","Female","Urban","NeuteredFemale","Neutered",19,"Negative",7.9,20.2,7.2,72,216,3744,156,3096
"grlsN7MND00","Male","Suburban","IntactMale","Intact",13,"Negative",6.9,16.2,10.1,303,303,6464,180,3030
"grls1EYF5OII","Female","Rural","NeuteredFemale","Neutered",16,"Negative",7,17.4,9.4,94,752,5922,182,2632
"grls4F1HRC55","Female","Urban","NeuteredFemale","Neutered",14,"Negative",6.1,16.5,11.8,118,944,5900,253,4838
"grlsUA684755","Female","Rural","IntactFemale","Intact",6,"Negative",4.8,11.9,7.2,216,288,3888,256,2808
"grls3GJ1T5BB","Female","Suburban","IntactFemale","Intact",11,"Negative",5.5,14.3,9.8,588,686,4116,307,4410
"grls4OE3SCNN","Female","Suburban","IntactFemale","Intact",6,"Negative",5,12.2,9.4,376,376,4888,463,3760
"grlsVWGLR399","Female","Rural","IntactFemale","Intact",6,"Negative",6.2,14.7,13.8,0,1242,5658,201,6900
"grlsYSE2T1LL","Male","Suburban","IntactMale","Intact",11,"Negative",NA,NA,10,200,400,8200,NA,1200
"grlsUAXKFPVV","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",5.6,14.3,9.3,93,651,4743,273,3813
"grls41P0B8WW","Female","Rural","IntactFemale","Intact",11,"Negative",5.9,15,9.7,873,388,4171,220,4268
"grlsPV76GGVV","Female","Suburban","IntactFemale","Intact",6,"Negative",6.4,16.5,9.1,273,273,4914,325,3640
"grlsG3MKKZYY","Male","Suburban","IntactMale","Intact",8,"Negative",6.4,16.5,10.8,216,756,7992,104,1836
"grls09ZIN1OO","Female","Suburban","IntactFemale","Intact",6,"Negative",6.3,15,10.3,103,412,5253,384,4532
"grlsBTH9EXRR","Male","Suburban","IntactMale","Intact",10,"Negative",6.8,16.4,11.1,111,333,6327,205,4329
"grlsQ0VXQ4TT","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.6,15.5,11.5,230,345,8050,184,2875
"grlsN5BRDKGG","Male","Suburban","NeuteredMale","Neutered",22,"Negative",7.4,17.9,9.2,0,1012,4600,247,3588
"grlsIB9ZRE88","Male","Suburban","IntactMale","Intact",14,"Negative",6.3,15.7,8.8,616,264,4664,167,3256
"grls4KEGMVRR","Male","Rural","IntactMale","Intact",6,"Negative",4.8,11.3,10.9,327,545,8066,179,1962
"grlsCOLX3U11","Male","Rural","NeuteredMale","Neutered",16,"Negative",7.1,17.2,13.3,399,532,8645,174,3724
"grls1GKEB022","Female","Rural","NeuteredFemale","Neutered",6,"Negative",6.9,15.4,17.8,356,178,10324,387,6942
"grls575BHNJJ","Male","Rural","IntactMale","Intact",6,"Negative",6.2,15,10.5,210,420,6510,259,3360
"grlsAYTJ8CEE","Male","Suburban","IntactMale","Intact",18,"Negative",6.6,16.4,9.8,98,686,6272,247,2744
"grls529WL4","Female","Suburban","IntactFemale","Intact",7,"Negative",6,15.3,10.3,206,515,5356,176,4223
"grlsTFYUPD00","Female","Suburban","IntactFemale","Intact",10,"Negative",6.7,15.5,7.1,213,426,3976,199,2485
"grlsLSYOPJRR","Male","Suburban","IntactMale","Intact",13,"Negative",5.7,14.2,12.5,1375,375,7000,177,3750
"grlsR0PZT144","Female","Suburban","IntactFemale","Intact",21,"Negative",5.7,13.6,5.7,114,114,2793,181,2679
"grlsLM0V30LL","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",6.8,17.5,7.7,231,154,4466,276,2849
"grlsNOO8MWLL","Female","Suburban","IntactFemale","Intact",18,"Negative",7.5,18.4,9.2,552,276,4048,251,4324
"grlsFMNORXX","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",7.6,19,5.3,212,159,3445,175,1484
"grls59NQ2KXX","Female","Suburban","NeuteredFemale","Neutered",16,"Negative",7.3,17.6,11,440,330,7700,238,2530
"grlsW1UT6NN","Male","Urban","NeuteredMale","Neutered",11,"Negative",6.9,16.9,11.3,113,565,8362,223,2260
"grlsQF5ITU77","Female","Suburban","IntactFemale","Intact",8,"Negative",6.7,16.7,14.5,870,435,6815,271,6380
"grlsU5S1ULKK","Male","Rural","NeuteredMale","Neutered",22,"Negative",7.7,18.3,9.9,0,594,5544,276,3762
"grls56IRX9GG","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6.8,17.3,6.5,65,520,3120,185,2795
"grlsY7S4AJQQ","Male","Urban","NeuteredMale","Neutered",19,"Negative",7.4,18.6,9.7,97,582,5723,212,3298
"grls3T5R8MRR","Male","Rural","IntactMale","Intact",6,"Negative",5.8,13.2,12.9,387,516,6192,293,5805
"grls8TY2KL22","Female","Suburban","NeuteredFemale","Neutered",14,"Negative",7.1,17.8,11.1,222,444,6660,213,3774
"grls3FGXRPCC","Female","Rural","IntactFemale","Intact",21,"Negative",5.7,15,9.4,94,282,5358,321,3666
"grlsQCNW6EZZ","Male","Suburban","IntactMale","Intact",7,"Negative",5.5,13.9,12,840,480,6240,271,4440
"grlsO3ERSKOO","Female","Suburban","IntactFemale","Intact",7,"Negative",6.5,16.5,13,130,520,8710,285,3640
"grlsUNCFHIPP","Male","Suburban","IntactMale","Intact",20,"Negative",6.4,16.5,13.6,272,544,6800,265,5984
"grls16FL8Z00","Male","Suburban","NeuteredMale","Neutered",8,"Negative",6.3,15.3,10.9,436,327,5559,226,4578
"grls4AEH3JQQ","Male","Rural","IntactMale","Intact",17,"Negative",7.1,16.6,13.5,810,405,7560,281,4725
"grls7PXINLII","Male","Suburban","IntactMale","Intact",6,"Negative",5.7,12.9,13.7,0,548,6302,288,6713
"grlsQT1HDJPP","Female","Suburban","NeuteredFemale","Neutered",20,"Negative",6.6,16.5,8.2,1066,246,3854,193,3034
"grls5IG7YDYY","Male","Suburban","IntactMale","Intact",9,"Negative",6.1,14.3,11,440,440,6820,225,3300
"grls5XSBITZZ","Male","Suburban","IntactMale","Intact",19,"Negative",7.2,17.6,7.1,142,142,3692,239,3124
"grlsGN5W57NN","Female","Suburban","IntactFemale","Intact",6,"Negative",5.5,13.5,8,320,320,3040,304,4320
"grls6OG0JT88","Male","Suburban","IntactMale","Intact",12,"Negative",6.3,15.4,10.8,216,540,5292,195,4644
"grls8JVAPRYY","Male","Suburban","IntactMale","Intact",21,"Negative",7.3,17.2,8.6,1032,258,3870,242,3440
"grlsGB7P7YJJ","Female","Rural","IntactFemale","Intact",10,"Negative",5.6,13.5,18.5,555,740,10730,230,6475
"grls8JQ7LIII","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",6.2,15.2,13.2,132,924,6468,260,5676
"grlsJNBT5M66","Male","Suburban","IntactMale","Intact",20,"Negative",7.4,18.6,9.2,368,184,5520,231,2944
"grlsRYQVX66","Female","Rural","IntactFemale","Intact",23,"Negative",5.1,12.7,9.7,0,194,6596,139,2910
"grlsIZWU3CCC","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",6.4,16.8,8.7,348,522,4263,237,3567
"grlsNIYMY1TT","Female","Suburban","IntactFemale","Intact",15,"Negative",7.2,17.3,6.7,268,201,4489,211,1742
"grls25IJBODD","Female","Rural","IntactFemale","Intact",12,"Negative",6.1,15.3,11.7,702,585,5733,208,4680
"grls4V7ZYTLL","Female","Suburban","IntactFemale","Intact",11,"Negative",5,12.2,13.1,1572,524,6288,207,4716
"grls7PP8OHLL","Female","Suburban","NeuteredFemale","Neutered",27,"Negative",7.7,19.2,9.3,372,279,5208,271,3441
"grlsQ9FQU5SS","Male","Rural","NeuteredMale","Neutered",19,"Negative",6.3,14.9,12,600,600,8280,168,2520
"grls9C1O7DRR","Male","Rural","NeuteredMale","Neutered",6,"Positive",6.2,14.9,11.2,560,448,5712,308,4480
"grlsF3IYFPZZ","Female","Suburban","IntactFemale","Intact",6,"Negative",6.1,15.4,9.3,372,279,4464,338,4185
"grls88QLT244","Female","Suburban","IntactFemale","Intact",6,"Negative",6.2,14.4,12,720,360,6120,299,4800
"grlsSZR98S88","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.8,14.4,7.8,234,312,3744,152,3510
"grlsB5NN6OO","Male","Suburban","IntactMale","Intact",6,"Negative",5.8,14.7,10.4,624,416,4992,162,4368
"grls1VG5ZO00","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",7.6,17.7,7.8,312,234,3978,323,3276
"grls5EIKG100","Female","Suburban","IntactFemale","Intact",10,"Negative",6.1,14.2,9.3,0,1209,5115,228,2976
"grlsVSGZ522","Male","Rural","IntactMale","Intact",20,"Negative",7.5,18.3,7.1,568,284,3479,117,2769
"grlsQ5V0FG77","Male","Suburban","NeuteredMale","Neutered",26,"Negative",7.2,18.4,9.5,190,475,6175,206,2660
"grlsIIS2GMVV","Male","Suburban","IntactMale","Intact",23,"Negative",7.4,18.3,11.2,784,224,6832,245,3360
"grls7VBP7RUU","Female","Suburban","IntactFemale","Intact",8,"Negative",6.3,15.3,9,90,630,4590,275,3690
"grlsBV3PCSGG","Female","Suburban","IntactFemale","Intact",8,"Negative",6.1,14.8,10.9,0,218,8938,316,1744
"grlsDXD41ITT","Male","Suburban","IntactMale","Intact",8,"Negative",6.1,14.6,14.9,447,1043,8642,238,4768
"grlsQWYSXW44","Female","Rural","NeuteredFemale","Neutered",13,"Negative",6.6,15.9,11.5,345,345,7015,244,3795
"grlsR8HUB0AA","Female","Suburban","IntactFemale","Intact",16,"Negative",6.6,16.1,11.5,115,690,5405,301,5290
"grls4DNO53YY","Male","Suburban","NeuteredMale","Neutered",9,"Negative",6.7,16.2,14.9,149,447,10579,237,3725
"grls91PMDXLL","Female","Suburban","IntactFemale","Intact",6,"Negative",6.3,15.2,8.9,89,1068,4895,268,2848
"grlsEA5JF800","Male","Rural","IntactMale","Intact",7,"Positive",5.3,12.4,14.7,147,1176,10143,293,3234
"grlsD5O9SI00","Male","Suburban","IntactMale","Intact",8,"Negative",6.3,15,9,540,450,4500,193,3510
"grlsJUMJ2Z33","Female","Rural","IntactFemale","Intact",10,"Negative",6.4,16.8,16.6,830,166,12284,466,3320
"grlsET2DGV11","Male","Suburban","IntactMale","Intact",17,"Negative",6.1,16.3,14.7,441,735,10731,317,2793
"grlsLHAFNENN","Female","Suburban","IntactFemale","Intact",6,"Negative",6.1,15,8.7,348,435,4176,233,3741
"grlsBBUYO5NN","Male","Suburban","IntactMale","Intact",8,"Negative",5.7,13.8,9.6,96,864,4416,253,4224
"grlsXV2UUFYY","Female","Rural","IntactFemale","Intact",7,"Negative",6.1,15.3,10.8,108,540,5292,225,4860
"grlsFCW3U9LL","Female","Suburban","NeuteredFemale","Neutered",6,"Negative",6,13.3,9.7,97,485,4753,428,4365
"grlsYRNIC1RR","Female","Urban","NeuteredFemale","Neutered",15,"Negative",6.6,16.6,6.6,132,726,3498,249,2244
"grls5JFZ2JII","Male","Urban","IntactMale","Intact",8,"Negative",6.6,16.1,8.1,567,243,4860,269,2430
"grlsREG9VNN","Female","Urban","NeuteredFemale","Neutered",8,"Positive",5.3,13.1,10.6,318,530,6466,223,3286
"grls20LGRE11","Male","Rural","IntactMale","Intact",7,"Positive",5.1,12.1,14.3,572,572,7579,409,5577
"grls1N450WSS","Male","Suburban","NeuteredMale","Neutered",23,"Negative",7.8,19.5,5.8,0,464,2726,236,2610
"grlsJ2YZQMCC","Male","Rural","IntactMale","Intact",22,"Negative",6.4,15.4,7,490,210,3570,210,2730
"grlsVXXU25GG","Female","Suburban","IntactFemale","Intact",7,"Negative",6.6,16.1,10.7,642,428,5992,292,3638
"grls5YQ9QAOO","Female","Suburban","IntactFemale","Intact",18,"Negative",6.2,14.9,5.9,177,295,3186,561,2242
"grls8X0OU5KK","Female","Suburban","IntactFemale","Intact",11,"Negative",6,14.7,10.3,309,309,5974,319,3708
"grlsF2SOPLL","Female","Suburban","IntactFemale","Intact",16,"Negative",6.3,15.7,8.2,246,246,5494,226,2214
"grlsWUPSKEZZ","Male","Suburban","IntactMale","Intact",6,"Negative",5.8,13.6,12,720,360,6600,326,4320
"grlsVCLYL133","Female","Suburban","NeuteredFemale","Neutered",6,"Negative",6.6,15.3,11.3,678,452,4972,261,5198
"grls238GNVWW","Female","Rural","IntactFemale","Intact",15,"Negative",6.3,15.7,13.1,917,655,8384,301,3144
"grlsV4JGVURR","Female","Rural","IntactFemale","Intact",13,"Negative",5.5,13,15.6,468,936,9516,341,4680
"grlsOU0NTIZZ","Male","Rural","IntactMale","Intact",20,"Negative",7,16.9,12.8,896,512,8064,230,3328
"grlsT20MZ3OO","Male","Suburban","NeuteredMale","Neutered",10,"Negative",5.9,14.3,10.3,103,1133,5562,256,3502
"grlsX5U5H955","Male","Rural","IntactMale","Intact",20,"Negative",7,17.2,12.3,1230,615,7257,283,3198
